streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
1464 Ezra Church Dr NW,649900,,2950,220,7200,4,3.0,Atlanta,GA,30314,30314,US,2024,SingleFamilyResidence,33.756399,-84.4353597
3009 Rockingham Dr NW,950000,,2408,395,25757,4,3.0,Atlanta,GA,30327,30327,US,1956,SingleFamilyResidence,33.8371891,-84.4129216
726 Edgewood Ave NE #20,1675000,226,3300,508,1045,4,4.5,Atlanta,GA,30307,30307,US,2022,SingleFamilyResidence,33.7546109,-84.3641449
983 Camilla St SW,850000,,3000,283,5000,6,7.0,Atlanta,GA,30314,30314,US,2024,SingleFamilyResidence,33.7505498,-84.4198291
970 Sidney Marcus Blvd NE #1204,279000,456,1165,239,1163,2,2.0,Atlanta,GA,30324,30324,US,1988,SingleFamilyResidence,33.8254437,-84.356649
270 15th St NE #102,649000,649,1665,390,1655,2,2.0,Atlanta,GA,30309,30309,US,1923,SingleFamilyResidence,33.7888995,-84.3779666
195 14th St NE #2103,495000,571,1146,432,1132,2,2.0,Atlanta,GA,30309,30309,US,2002,SingleFamilyResidence,33.7858167,-84.3810934
1985 Cummings Dr SW,350000,,1214,288,13150,3,1.0,Atlanta,GA,30311,30311,US,1950,SingleFamilyResidence,33.7178896,-84.4524835
1797 Pennington Pl SE,319500,,952,336,8712,2,2.0,Atlanta,GA,30316,30316,US,1950,SingleFamilyResidence,33.7379397,-84.3167307
1029 Arbor Trce NE,1040000,325,4506,231,8712,4,4.0,Atlanta,GA,30319,30319,US,1997,SingleFamilyResidence,33.8515261,-84.3462222
860 Peachtree St #2503,330000,474,707,467,,1,1.0,Atlanta,GA,30308,30308,US,2005,SingleFamilyResidence,33.77844,-84.385477
1750 Detroit Ct,240000,,1246,193,18774,4,2.0,Atlanta,GA,30314,30314,US,1960,SingleFamilyResidence,33.7652261,-84.4440689
284 Lakemoore Dr NE Unit E,289900,460,1168,248,1167,2,1.5,Atlanta,GA,30342,30342,US,1952,SingleFamilyResidence,33.8659161,-84.3783331
4100 Paces Walk SE #3205,340000,622,1371,248,1306,2,2.0,Atlanta,GA,30339,30339,US,2002,SingleFamilyResidence,33.8565519,-84.4801245
1766 Fort Valley Dr SW,382000,,2699,142,16600,3,2.0,Atlanta,GA,30311,30311,US,1959,SingleFamilyResidence,33.7068341,-84.450218
1995 Venetian Dr SW,499000,,2350,212,13372,4,3.0,Atlanta,GA,30311,30311,US,1950,SingleFamilyResidence,33.7150318,-84.4537957
3380 Lake Valley Rd NW,245000,,1000,245,10715,3,2.0,Atlanta,GA,30331,30331,US,1935,SingleFamilyResidence,33.7639632,-84.4988874
2678 Santa Barbara Dr NW,320000,,850,376,9766,4,2.0,Atlanta,GA,30318,30318,US,1958,SingleFamilyResidence,33.7655413,-84.475731
343 2nd Ave,749000,,1561,480,4791,2,2.0,Decatur,GA,30030,30030,US,1920,SingleFamilyResidence,33.755415,-84.31081
170 Boulevard SE Unit 223E,659900,521,1437,459,1324,2,2.0,Atlanta,GA,30312,30312,US,2007,SingleFamilyResidence,33.7501845,-84.37017
398 Cologne Dr SE,229000,,1000,229,9583,3,2.0,Atlanta,GA,30354,30354,US,1960,SingleFamilyResidence,33.6623309,-84.3778706
4345 Mount Paran Pkwy NW,5500000,,13422,410,56628,7,9.0,Atlanta,GA,30327,30327,US,2006,SingleFamilyResidence,33.8741175,-84.417012
3475 Oak Valley Rd NE Apt 650,320000,,1012,316,1001,1,1.0,Atlanta,GA,30326,30326,US,1992,SingleFamilyResidence,33.8500083,-84.3593756
3475 Oak Valley Rd NE Apt 660,429000,,1473,291,1481,2,2.0,Atlanta,GA,30326,30326,US,1992,SingleFamilyResidence,33.8500083,-84.3593756
13 Johnson Rd NW,200000,,1016,197,7832,3,1.0,Atlanta,GA,30318,30318,US,1925,SingleFamilyResidence,33.7806026,-84.4552271
3175 Verdun Dr NW,1595000,,3053,522,20116,4,4.0,Atlanta,GA,30305,30305,US,1959,SingleFamilyResidence,33.8413189,-84.4045958
11 Johnson Rd NW,150000,,1101,136,7496,3,1.0,Atlanta,GA,30318,30318,US,1925,SingleFamilyResidence,33.780505,-84.4552939
6520 Roswell Rd #32,242000,509,1392,174,1393,2,2.0,Sandy Springs,GA,30328,30328,US,1968,SingleFamilyResidence,33.9328628,-84.3812879
450 Windsor Pkwy,995000,,3255,306,22790,4,3.5,Atlanta,GA,30342,30342,US,1960,SingleFamilyResidence,33.8831592,-84.3727486
1004 Burnside Ln NW,650000,355,2503,260,871,3,4.0,Atlanta,GA,30318,30318,US,2021,SingleFamilyResidence,33.8155717,-84.442799
1719 Thoms Dr NW,165000,,784,210,14810,2,1.0,Atlanta,GA,30318,30318,US,1940,SingleFamilyResidence,33.7698724,-84.4432557
3178 Washburn St SE,381440,160,1941,197,,4,3.5,Atlanta,GA,30354,30354,US,2024,SingleFamilyResidence,33.658,-84.3963
1517 Gilstrap Ln NW,660000,317,2393,276,4356,4,2.5,Atlanta,GA,30318,30318,US,2004,SingleFamilyResidence,33.8083081,-84.449065
3218 Bateman Dr SE,386040,160,1941,199,,4,3.5,Atlanta,GA,30354,30354,US,2024,SingleFamilyResidence,33.658,-84.3963
3216 Bateman Dr SE,383040,160,1941,197,,4,3.5,Atlanta,GA,30354,30354,US,2024,SingleFamilyResidence,33.658,-84.3963
658 Hansell St SE,649999,,1736,374,4499,3,3.0,Atlanta,GA,30312,30312,US,1920,SingleFamilyResidence,33.7403215,-84.3660045
3192 Paces Mill Rd SE,699000,,3180,220,,3,3.5,Atlanta,GA,30339,30339,US,1985,SingleFamilyResidence,33.868846,-84.459785
3214 Bateman Dr SE,384940,160,1941,198,,4,3.5,Atlanta,GA,30354,30354,US,2024,SingleFamilyResidence,33.658,-84.3963
2479 Peachtree Rd NE #1002,200000,642,837,239,836,1,1.0,Atlanta,GA,30305,30305,US,1967,SingleFamilyResidence,33.822475,-84.386464
1497 Newton Ave SE,549000,,1274,431,8712,3,2.0,Atlanta,GA,30316,30316,US,1955,SingleFamilyResidence,33.7378184,-84.3385522
2030 Main St #102,449990,325,1829,246,,3,3.5,Atlanta,GA,30318,30318,US,2024,SingleFamilyResidence,33.8111081,-84.4718571
4306 Holliday Rd,349900,44,2620,134,11277,4,3.0,Atlanta,GA,30349,30349,US,2006,SingleFamilyResidence,33.6371261,-84.6016157
891 Thurmond St NW,539900,,2030,266,7701,4,3.0,Atlanta,GA,30314,30314,US,2024,SingleFamilyResidence,33.7605678,-84.4166488
1607 Aeslin Dr NW,449900,175,1507,299,1306,3,2.5,Atlanta,GA,30318,30318,US,2024,SingleFamilyResidence,33.7865721,-84.4405411
3890 Bonnie Ln SE,340000,,1350,252,13298,4,3.0,Atlanta,GA,30354,30354,US,1961,SingleFamilyResidence,33.6487211,-84.3579727
1293 Bridges Ave SW,264000,,1040,254,9801,3,1.0,Atlanta,GA,30310,30310,US,2000,SingleFamilyResidence,33.7267099,-84.4302179
3481 Lakeside Dr NE Unit#1403,360000,693,1230,293,1228,2,2.0,Atlanta,GA,30326,30326,US,1990,SingleFamilyResidence,33.849139,-84.3572035
2907 Dogwood Dr,345000,,2600,133,86466600,3,3.5,East Point,GA,30344,30344,US,1962,SingleFamilyResidence,33.6763859,-84.4861578
2201 Abby Ln NE,949000,,6236,152,13068,5,5.5,Atlanta,GA,30345,30345,US,2012,SingleFamilyResidence,33.847912,-84.2973453
1701 Woodcliff Way NE,420000,21,2179,193,1372,3,2.5,Atlanta,GA,30329,30329,US,1974,SingleFamilyResidence,33.978136,-84.355627
330 Banberry Dr SE,320000,,2000,160,12283,4,2.0,Atlanta,GA,30315,30315,US,1958,SingleFamilyResidence,33.687349,-84.3784827
1522 Avon Ave SW,540000,,2200,245,7492,4,4.0,Atlanta,GA,30311,30311,US,2024,SingleFamilyResidence,33.7223214,-84.4377593
2931 Arbor Creek Ln,674500,42,3617,186,8712,5,3.5,Atlanta,GA,30340,30340,US,1998,SingleFamilyResidence,33.8912986,-84.2684419
3383 Spring Harbour Dr,249000,264,848,294,897,2,1.0,Atlanta,GA,30340,30340,US,1984,SingleFamilyResidence,33.8896543,-84.2263621
730 Casplan St #730,185900,,,,43,,,Atlanta,GA,30310,30310,US,1950,Accommodation,33.7059299,-84.4120889
971 Washington Pl SW,649000,,3000,216,4791,4,3.5,Atlanta,GA,30314,30314,US,2024,SingleFamilyResidence,33.7538056,-84.419346
730 Casplan St SW,184900,,900,205,7278,3,1.0,Atlanta,GA,30310,30310,US,1950,SingleFamilyResidence,33.7059299,-84.4120889
2520 Susan Ln SW,279900,,1428,196,14941,3,2.0,Atlanta,GA,30331,30331,US,1955,SingleFamilyResidence,33.6860032,-84.5073514
257 Robin Hood Rd NE,1150000,,1208,952,17698,4,2.0,Atlanta,GA,30309,30309,US,1953,SingleFamilyResidence,33.7987906,-84.3797628
3620 Ginnis Ct SW #4,187000,265,1224,153,1224,3,2.5,Atlanta,GA,30331,30331,US,2004,SingleFamilyResidence,33.731493,-84.511366
390 17th St NW #4012,315000,732,1263,249,1263,2,2.0,Atlanta,GA,30363,30363,US,2007,SingleFamilyResidence,33.7900665,-84.3996194
3830 Mays Ct SW,275000,,1096,251,5980,2,2.0,Atlanta,GA,30331,30331,US,1992,SingleFamilyResidence,33.7320111,-84.5133913
1589 Flintwood Dr SE,445000,,1560,285,8712,3,2.0,Atlanta,GA,30316,30316,US,1956,SingleFamilyResidence,33.7132588,-84.3143016
325 E Paces Ferry Rd NE #809,295000,432,869,339,866,1,1.0,Atlanta,GA,30305,30305,US,2004,SingleFamilyResidence,33.8388271,-84.376744
2436 Folly Ln SE,574900,140,2000,287,1742,3,3.5,Atlanta,GA,30339,30339,US,2020,SingleFamilyResidence,33.8462393,-84.4828679
2208 Belvedere Ave SW,549900,,2053,268,10001,4,3.5,Atlanta,GA,30311,30311,US,2024,SingleFamilyResidence,33.7206733,-84.4606946
3691 Tampa Trl,282000,,1376,205,12240,3,2.5,Atlanta,GA,30310,30310,US,1962,SingleFamilyResidence,33.6789299,-84.5093355
3008 Grand Ave SW,199900,,1610,124,22398,3,1.0,Atlanta,GA,30315,30315,US,1940,SingleFamilyResidence,33.674453,-84.4054682
6058 Rockaway Rd,248000,175,1596,155,740,3,2.5,Atlanta,GA,30349,30349,US,2020,SingleFamilyResidence,33.5819103,-84.4741322
4995 Greentree Trl,600000,,4797,125,79801,5,4.5,South Fulton,GA,30349,30349,US,1975,SingleFamilyResidence,33.634499,-84.5470008
145 Smithdun Ln,734900,39,3478,211,15298,4,3.5,Atlanta,GA,30350,30350,US,1997,SingleFamilyResidence,33.9750928,-84.3418092
805 Peachtree St #515,369000,629,1190,310,1306,1,1.0,Atlanta,GA,30308,30308,US,1951,SingleFamilyResidence,33.7765821,-84.3841084
1463 Metropolitan Pkwy SW,423900,,1488,285,6851,3,2.0,Atlanta,GA,30310,30310,US,1925,SingleFamilyResidence,33.7148982,-84.4082004
320 Fennel Way,249900,,,,10628,3,3.0,Atlanta,GA,30331,30331,US,1987,SingleFamilyResidence,33.7537718,-84.5168022
2865 Jerome Rd,225000,,996,226,13769,3,2.0,Atlanta,GA,30349,30349,US,1966,SingleFamilyResidence,33.6061749,-84.4827261
1661 Barrett Dr NW,297900,,1000,298,8550,3,1.0,Atlanta,GA,30318,30318,US,1962,SingleFamilyResidence,33.8007736,-84.4832511
924 Peachtree Battle Ave NW,1450000,,4900,296,24524,5,3.5,Atlanta,GA,30327,30327,US,1963,SingleFamilyResidence,33.8244697,-84.4174922
4850 Guilford Forest Dr SW,940000,63,4433,212,40375,5,4.0,Atlanta,GA,30331,30331,US,2004,SingleFamilyResidence,33.7249386,-84.549364
3127 Skyland Dr NE,699000,,1850,378,8712,3,3.0,Atlanta,GA,30341,30341,US,1948,SingleFamilyResidence,33.8775113,-84.3130513
1967 Faith Cv,255000,,1274,200,18295,3,2.0,Atlanta,GA,30349,30349,US,2005,SingleFamilyResidence,33.6034927,-84.4531618
1581 Linda Way SW,299000,,1139,263,5967,2,2.0,Atlanta,GA,30310,30310,US,1945,SingleFamilyResidence,33.7346331,-84.4391352
1075 Peachtree Wall Unit A108,389000,361,1119,348,4356,2,2.0,Atlanta,GA,30309,30309,US,1996,SingleFamilyResidence,33.7836757,-84.3861077
970 Fairburn Rd NW,289000,,1000,289,8189,3,2.0,Atlanta,GA,30331,30331,US,1961,SingleFamilyResidence,33.7795725,-84.5042435
3469 Carriage Chase Rd,250000,,1654,151,4399,3,2.5,Atlanta,GA,30349,30349,US,2003,SingleFamilyResidence,33.5978991,-84.5038195
1962 Compton Dr SE,565000,,2552,221,9191,4,3.0,Atlanta,GA,30315,30315,US,2023,SingleFamilyResidence,33.7004891,-84.3823766
890 Mcwilliams Rd SE,240000,,975,246,10933,3,1.0,Atlanta,GA,30315,30315,US,1950,SingleFamilyResidence,33.6889652,-84.3606332
3135 Esplanade Cir SW,549900,,4125,133,9147,6,3.0,Atlanta,GA,30311,30311,US,2004,SingleFamilyResidence,33.7059541,-84.4945077
1377 Creek View Ln NW,449900,133,2129,211,4356,3,2.5,Atlanta,GA,30318,30318,US,2024,SingleFamilyResidence,33.7922201,-84.4761215
263 Whitworth Drs,279000,,1976,141,12022,4,3.0,Atlanta,GA,30331,30331,US,1965,SingleFamilyResidence,33.7613112,-84.5203042
2809 Crescendo Dr NW,339999,,2184,156,13852,3,2.5,Atlanta,GA,30318,30318,US,1962,SingleFamilyResidence,33.7736419,-84.4792118
290 Heritage Ln SE,975000,375,2825,345,1058,4,4.5,Atlanta,GA,30316,30316,US,2019,SingleFamilyResidence,33.7461103,-84.3554503
390 17th St NW #6022,335000,659,1166,287,1167,2,2.0,Atlanta,GA,30363,30363,US,2006,SingleFamilyResidence,33.7900665,-84.3996194
620 Herron Trce,599000,92,3440,174,18992,4,4.0,South Fulton,GA,30349,30349,US,2006,SingleFamilyResidence,33.6476581,-84.5584696
390 17th St NW #5005,310000,732,1263,245,1263,2,2.0,Atlanta,GA,30363,30363,US,2007,SingleFamilyResidence,33.7900665,-84.3996194
1025 Hilburn Dr SE,475000,,2218,214,13068,4,2.5,Atlanta,GA,30316,30316,US,1964,SingleFamilyResidence,33.7266353,-84.3266359
1330 Lockwood Dr SW,429000,,2712,158,7448,4,3.5,Atlanta,GA,30311,30311,US,1950,SingleFamilyResidence,33.7190769,-84.4385311
3707 Peachtree Rd NE #1,1295000,667,4400,294,4399,5,4.5,Atlanta,GA,30319,30319,US,2001,SingleFamilyResidence,33.8539899,-84.3519399
2188 Niles Pl NE,1549000,185,2801,553,3049,3,3.5,Atlanta,GA,30324,30324,US,2016,SingleFamilyResidence,33.8118406,-84.3643268
898 Oak St SW #1226,200000,558,1019,196,1019,2,2.0,Atlanta,GA,30310,30310,US,2006,SingleFamilyResidence,33.7400261,-84.4174795
1150 Collier Rd NW Unit L9,175000,475,525,333,522,1,1.0,Atlanta,GA,30318,30318,US,1971,SingleFamilyResidence,33.8110438,-84.4251596
5135 Erin Rd SW,295000,,1349,219,24541,3,2.0,Atlanta,GA,30331,30331,US,1966,SingleFamilyResidence,33.6908127,-84.5551955
380 Castleridge Dr,615000,,2204,279,17816,4,3.0,Atlanta,GA,30342,30342,US,1966,SingleFamilyResidence,33.9063116,-84.3749027
1284 Jandras Ln SE,374999,,2124,177,871,2,2.5,Atlanta,GA,30316,30316,US,2006,SingleFamilyResidence,33.7178552,-84.3438134
950 Smith St SW,275000,,1301,211,3998,3,1.0,Atlanta,GA,30310,30310,US,2005,SingleFamilyResidence,33.7289798,-84.4005621
6851 Roswell Rd Unit F-35,230000,487,1206,191,,2,2.0,Sandy Springs,GA,30328,30328,US,1964,SingleFamilyResidence,33.941624,-84.373249
1837 Roble Dr,315000,40,2580,122,3876,5,3.0,Atlanta,GA,30349,30349,US,2007,SingleFamilyResidence,33.5962754,-84.4504936
2455 Claude St NW,819900,,2949,278,13033,5,4.0,Atlanta,GA,30318,30318,US,2024,SingleFamilyResidence,33.8117996,-84.4687148
1887 Harts Mill Rd NE,1550000,,3821,406,10890,5,5.5,Chamblee,GA,30341,30341,US,2025,SingleFamilyResidence,33.901748,-84.3137604
325 E Paces Ferry Rd NE #311,315000,527,1153,273,,1,1.0,Atlanta,GA,30305,30305,US,2004,SingleFamilyResidence,33.8388271,-84.376744
6851 Roswell Rd Unit F35,230000,487,1206,191,1206,2,2.0,Atlanta,GA,30328,30328,US,1964,SingleFamilyResidence,33.940484,-84.3711229
4685 Jailette Trce,749900,,4416,170,18033,6,5.5,South Fulton,GA,30349,30349,US,2004,SingleFamilyResidence,33.6406361,-84.5432657
385 Ralph Mcgill Blvd NE Unit E,230000,600,1204,191,1202,2,1.5,Atlanta,GA,30312,30312,US,1980,SingleFamilyResidence,33.7633728,-84.3754312
3445 NE Stratford Rd #2403,364900,679,1363,268,1306,1,1.0,Atlanta,GA,30326,30326,US,2006,SingleFamilyResidence,33.8508871,-84.3674895
524 Paines Ave NW,190000,,890,213,4826,2,2.0,Atlanta,GA,30318,30318,US,1950,SingleFamilyResidence,33.768986,-84.4146816
3147 Buford Hwy NE #6,325000,486,1357,239,827,3,2.5,Atlanta,GA,30329,30329,US,1965,SingleFamilyResidence,33.8390472,-84.3318944
1047 Fortress Ave,300000,,1050,286,2700,2,2.5,Atlanta,GA,30315,30315,US,2022,SingleFamilyResidence,33.7261695,-84.3946539
2081 Beecher Rd SW,500000,,1617,309,14139,3,3.0,Atlanta,GA,30311,30311,US,1960,SingleFamilyResidence,33.7338018,-84.4569123
657 Woods Dr NW,325000,,1166,279,12000,3,2.0,Atlanta,GA,30318,30318,US,1950,SingleFamilyResidence,33.7728055,-84.4679247
951 Glenwood Ave SE #303,475000,267,1212,392,1210,2,1.5,Atlanta,GA,30316,30316,US,2001,SingleFamilyResidence,33.7388369,-84.3565078
2041 North Ave NW,279900,,968,289,12689,2,1.0,Atlanta,GA,30318,30318,US,1950,SingleFamilyResidence,33.7690352,-84.4548728
2037 North Ave NW,329900,,1208,273,13377,3,2.0,Atlanta,GA,30318,30318,US,1954,SingleFamilyResidence,33.7690339,-84.4546159
1393 Westview Dr SW,495000,,2705,183,6899,5,4.0,Atlanta,GA,30310,30310,US,1940,SingleFamilyResidence,33.7476411,-84.4331709
1080 Peachtree St NE #1107,395000,500,872,453,871,1,1.0,Atlanta,GA,30309,30309,US,2008,SingleFamilyResidence,33.783839,-84.383866
2910 3rd Ave SW,389900,,2060,189,13399,3,2.0,Atlanta,GA,30315,30315,US,1960,SingleFamilyResidence,33.6758319,-84.4057223
860 Peachtree St NE #1106,294900,968,744,396,744,1,1.0,Atlanta,GA,30308,30308,US,2005,SingleFamilyResidence,33.77844,-84.385477
721 Bismark Rd NE,595000,285,1950,305,827,3,3.5,Atlanta,GA,30324,30324,US,2019,SingleFamilyResidence,33.8106114,-84.3639961
2125 Burnside Dr NW,749900,355,2500,300,1089,3,4.0,Atlanta,GA,30318,30318,US,2022,SingleFamilyResidence,33.815912,-84.442268
2347 Lavista Rd NE,785000,,2418,325,21780,4,3.0,Atlanta,GA,30329,30329,US,1953,SingleFamilyResidence,33.8198083,-84.3086938
3439 Bayshore Dr,220000,264,1152,191,574,2,2.5,Atlanta,GA,30340,30340,US,1984,SingleFamilyResidence,33.8907008,-84.2264625
6829 Crescendo Ct,820000,392,2550,322,914,3,4.5,Atlanta,GA,30328,30328,US,2020,SingleFamilyResidence,33.939574,-84.364472
5893 Grande River Rd,309900,38,1780,174,4077,3,2.5,Atlanta,GA,30349,30349,US,2016,SingleFamilyResidence,33.5970217,-84.4441396
325 E Paces Ferry Rd NE #1804,299000,431,869,344,866,1,1.0,Atlanta,GA,30305,30305,US,2004,SingleFamilyResidence,33.8388271,-84.376744
400 17th St NW #2427,275000,535,1080,255,1080,2,1.0,Atlanta,GA,30363,30363,US,2005,SingleFamilyResidence,33.7891045,-84.4014254
1101 Juniper St NE #1514,328000,390,764,429,762,1,1.0,Atlanta,GA,30309,30309,US,1999,SingleFamilyResidence,33.7847974,-84.3816685
766 Aerial Way,519000,190,1910,272,1306,3,3.5,Atlanta,GA,30312,30312,US,2018,SingleFamilyResidence,33.7233601,-84.3623766
1426 N Crossing Dr NE,272000,386,1216,224,561,2,1.0,Atlanta,GA,30329,30329,US,1984,SingleFamilyResidence,33.8226439,-84.321673
1144 Kipling St SE,269000,,1221,220,22485,3,2.0,Atlanta,GA,30315,30315,US,1968,SingleFamilyResidence,33.6999742,-84.3502775
975 Welch St SW,485000,,2070,234,2548,3,2.5,Atlanta,GA,30310,30310,US,2021,SingleFamilyResidence,33.7283348,-84.4050646
895 N Grand Ave NW,375000,,1752,214,7501,4,2.0,Atlanta,GA,30318,30318,US,2007,SingleFamilyResidence,33.7796663,-84.4620003
1123 Shoreham Dr,220000,,1542,143,13250,3,2.0,Atlanta,GA,30349,30349,US,1967,SingleFamilyResidence,33.6089619,-84.4341905
3136 Mercer University Dr #6,525000,250,2987,176,871,3,3.5,Atlanta,GA,30341,30341,US,2001,SingleFamilyResidence,33.8771559,-84.2608425
1101 Collier Rd NW Unit A5,250000,450,1020,245,1019,2,1.5,Atlanta,GA,30318,30318,US,1970,SingleFamilyResidence,33.8103191,-84.4223831
2233 Peachtree Rd NE #803,575000,858,1524,377,1524,2,2.5,Atlanta,GA,30309,30309,US,2008,SingleFamilyResidence,33.815096,-84.391167
3324 Peachtree Rd NE #814,499000,731,1238,403,1237,2,2.0,Atlanta,GA,30326,30326,US,2005,SingleFamilyResidence,33.8458637,-84.3694142
2491 Wawona Dr NE,1100000,,4368,252,13068,5,4.0,Brookhaven,GA,30319,30319,US,2006,SingleFamilyResidence,33.8586631,-84.3180056
20 Collier Rd NW #5,252500,314,729,346,727,1,1.0,Atlanta,GA,30309,30309,US,1925,SingleFamilyResidence,33.8074366,-84.3960107
2669 Glenrose Hl,615000,29,2396,257,13068,4,3.5,Atlanta,GA,30341,30341,US,1993,SingleFamilyResidence,33.8648631,-84.2497381
1150 Collier Rd NW Unit E5,267500,460,1086,246,1071,2,2.0,Atlanta,GA,30318,30318,US,1971,SingleFamilyResidence,33.809902,-84.4240512
3334 Peachtree Rd NE #802,285000,482,998,286,997,1,1.0,Atlanta,GA,30326,30326,US,1997,SingleFamilyResidence,33.8462328,-84.3688117
1302 Ladd St,465000,,2070,225,5837,3,3.5,Atlanta,GA,30310,30310,US,1950,SingleFamilyResidence,33.7271671,-84.4303344
3996 Land O Lakes Dr NE,1190000,,3885,306,17850,5,3.5,Atlanta,GA,30342,30342,US,2005,SingleFamilyResidence,33.8621514,-84.3771013
2498 Perry Blvd NW,495000,,1608,308,2831,3,3.5,Atlanta,GA,30318,30318,US,2019,SingleFamilyResidence,33.8048205,-84.4703462
909 Spencer Ave,489000,165,2100,233,958,2,2.0,Atlanta,GA,30318,30318,US,2022,SingleFamilyResidence,33.788137,-84.418051
3998 Commodore Dr,1195000,29,3739,320,12632,4,4.5,Atlanta,GA,30341,30341,US,2018,SingleFamilyResidence,33.9103625,-84.307241
3040 Peachtree Rd NW #613,299800,446,800,375,801,1,1.0,Atlanta,GA,30305,30305,US,2006,SingleFamilyResidence,33.8386628,-84.3816238
133 Mcdonough Blvd SE,125000,,,,3746,0,,Atlanta,GA,30315,30315,US,,Accommodation,33.7182438,-84.3841225
0 Loch Lomond,160000,,,,98881,,,Fulton,GA,30331,30331,US,,Accommodation,33.70994,-84.542226
0 Loch Lomond Trl SW,160000,,,,98881,0,,South Fulton,GA,30331,30331,US,,Accommodation,33.713909,-84.545488
1011 Northrope Dr,775000,,,,15071,0,,Atlanta,GA,30324,30324,US,,Accommodation,33.8178519,-84.3547596
1148 West Ave SW,74900,,,,9252,0,,Atlanta,GA,30315,30315,US,,Accommodation,33.723519,-84.3954936
1670 Marbut Ave SE,749900,,,,26136,0,,Atlanta,GA,30316,30316,US,2024,Accommodation,33.743569,-84.333202
35 Putnam Cir NE,1150000,,,,19950,,,Atlanta,GA,30342,30342,US,,Accommodation,33.858666,-84.386089
0 Boat Rock Rd SW,70000,,,,31363,0,,Atlanta,GA,30331,30331,US,,Accommodation,33.723192,-84.571082
4266 Colton Park,1079400,,,,25757,0,,Atlanta,GA,30349,30349,US,,Accommodation,33.637723,-84.550682
5713 Avenue G,465000,,762,610,7187,2,1.0,Austin,TX,78752,78752,US,1953,SingleFamilyResidence,30.3224896,-97.7173257
4614 Yellow Rose Trl,698000,,2077,336,7509,4,2.0,Austin,TX,78749,78749,US,1982,SingleFamilyResidence,30.2275488,-97.8402645
3608 Chappie Ln,445888,27,2322,192,5397,4,3.0,Austin,TX,78725,78725,US,2020,SingleFamilyResidence,30.2330806,-97.5837517
618 E 49th St,1600000,,3070,521,9369,3,2.5,Austin,TX,78751,78751,US,2003,SingleFamilyResidence,30.3110817,-97.7185886
15107 Chamberlain Ct,320000,24,1326,241,7679,3,2.0,Austin,TX,78724,78724,US,2005,SingleFamilyResidence,30.2529109,-97.5785376
605 Wilmes Dr #1,615000,,1020,603,6730,3,1.5,Austin,TX,78752,78752,US,1954,SingleFamilyResidence,30.3304531,-97.7200778
5505 Porsche Ln,679000,,1411,481,7305,3,2.0,Austin,TX,78749,78749,US,1981,SingleFamilyResidence,30.2326942,-97.8514178
12307 Marogot Run,324999,,1065,305,5785,3,2.0,Austin,TX,78758,78758,US,1984,SingleFamilyResidence,30.4136533,-97.701829
7216 Scenic Brook Dr,470000,,1762,267,11168,3,2.0,Austin,TX,78736,78736,US,1976,SingleFamilyResidence,30.2388285,-97.8900123
4603 Lantana Holw,794900,57,1974,403,4748,3,2.5,Austin,TX,78731,78731,US,1983,SingleFamilyResidence,30.3512893,-97.77911
